Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Candy Sweet Taste New Match 3,4,3306,0,Yes,4+,EN,190460928, Puzzle. Music. Strategy,16/11/2018,1/05/2019
Fingers Down,4,3306,0,No,4+,EN,132570112, Strategy,2/12/2018,1/07/2019
CityCorp,4,3306,0,No,4+,EN,20086784, Role Playing. Strategy,23/11/2018,23/07/2019
Hexa Grids,4,3306,0,Yes,4+,EN,85613568, Puzzle. Entertainment. Strategy,17/11/2018,27/11/2018
Oil Tycoon 2 -Gold Clicker Inc,4.5,164,0,Yes,4+,EN,140418048, Strategy. Role Playing. Entertainment,6/12/2018,16/05/2019
Mermaidom,4,3306,0,Yes,12+,EN,102374400, Puzzle. Strategy,18/01/2019,18/01/2019
Assassin Sniper: Starting Cold,4,3306,0,No,17+,EN,778620928, Action. Strategy. Entertainment,7/02/2019,7/02/2019
Turn White,4,6,0.99,Yes,4+,EN. JA. KO. ZH. ZH,112470016, Puzzle. Strategy,20/12/2018,20/12/2018
Demon Gate: Crown Defense,4,3306,0,Yes,12+,EN,107547648, Action. Strategy,21/01/2019,21/01/2019
Battle Boat 2019,4,3306,0,Yes,4+,EN,172953600, Entertainment. Strategy. Action,16/11/2018,16/11/2018
DESTROY BOXES Game,4,3306,0,No,4+,EN,12758016, Strategy. Casual,14/11/2018,14/11/2018
EditDungeonBattler,4,3306,0,No,9+,EN,70767616, Action. Strategy,15/11/2018,15/11/2018
Memory Match Brain Exerciser,4,3306,0,No,4+,EN,34569216, Strategy. Puzzle. Entertainment,16/11/2018,4/06/2019
Ski Games,4,3306,0,No,4+,EN,14205952, Strategy. Puzzle,15/12/2018,15/12/2018
Aka Ball,4,3306,0,No,4+,EN,6098944, Casual. Strategy,16/11/2018,20/11/2018
Mobile Royale: Kingdom Defense,4.5,1403,0,Yes,9+,CS. NL. EN. FR. DE. ID. IT. JA. KO. MS. PL. PT. RO. RU. ZH. ES. TH. ZH. TR. UK. VI,461049856, Strategy. Role Playing,14/01/2019,2/08/2019
Block Crush - Block Puzzle,4,3306,0,No,4+,EN,15860736, Strategy. Board,16/11/2018,11/12/2018
Idle Supermarket Tycoon - Shop,4.5,95120,0,Yes,9+,EN. FR. DE. IT. PT. RU. ZH. ES. ZH,312282112, Simulation. Entertainment. Strategy,7/02/2019,1/07/2019
Mystery Blast,4.5,223,0,Yes,4+,EN,201174016, Strategy. Entertainment. Puzzle,14/12/2018,25/07/2019
Rescue Beary \u2013 Physics Puzzle,4,3306,0,Yes,9+,EN,305154048, Strategy. Entertainment. Adventure,21/12/2018,23/03/2019
PopyMaze,4,3306,0,Yes,4+,EN,203203584, Strategy. Board,1/12/2018,24/02/2019
BrentwoodSunshinePreschool,4,3306,0,No,4+,EN,211991552,Education.  Strategy,1/12/2018,1/12/2018
Qwack Flip,4,3306,0,Yes,4+,EN,250072064, Strategy. Adventure,18/12/2018,18/12/2018
Robot Inc.,4,185,0,Yes,4+,EN,109430784, Simulation. Strategy,24/01/2019,12/06/2019
Crush Falling Balls,4,3306,0,Yes,4+,EN,165577728, Strategy. Casual,16/12/2018,17/03/2019
MONSTER LEGION,4,3306,0,Yes,12+,EN,223567872, Puzzle. Strategy,15/01/2019,31/01/2019
Red Empire2 - War Alert,1.5,6,0,Yes,12+,EN,347042816, Sports. Strategy. Simulation,8/12/2018,8/12/2018
0xUniverse,3.5,10,0,No,4+,EN,111862784, Simulation. Strategy,26/11/2018,17/07/2019
0xWarriors,4,3306,0,No,4+,EN,155970560, Strategy. Role Playing,1/08/2019,1/08/2019
Aranaea,4,3306,0.99,No,12+,EN,97022976, Entertainment. Strategy. Action,22/11/2018,26/11/2018
Tile Block: Puzzle Brick Game,4,3306,0,No,4+,EN,62940160, Strategy. Puzzle,18/11/2018,14/12/2018
Switch Smash Color,4,3306,0,No,4+,EN,75566080, Strategy. Puzzle,16/11/2018,16/11/2018
FPS Shooter King: Eliminate En,4,3306,0,No,17+,EN,282353664, Strategy. Entertainment. Action,7/02/2019,7/02/2019
Next Stop 3,3.5,5,0,Yes,4+,EN. FR. DE. JA. RU,250796032, Strategy. Simulation,19/11/2018,20/11/2018
Star Traders: Frontiers,5,215,4.99,No,12+,EN,310824960, Strategy. Entertainment. Role Playing,31/01/2019,29/07/2019
Car Merge - #1 Idle Game,4,3306,0,Yes,4+,EN,83563520, Casual. Strategy. Entertainment,17/11/2018,1/12/2018
Pirex,4,3306,0,No,4+,EN,41447424, Board. Education. Strategy,21/11/2018,30/11/2018
Pirates Outlaws,4.5,705,0.99,Yes,9+,EN. ZH,150626304, Card. Strategy. Entertainment,6/03/2019,3/08/2019
Missile Strike Campaign,4,3306,0,No,17+,EN,259101696, Strategy. Casual,20/11/2018,2/02/2019
Bankrupt - Best Business Game,5,11,0,Yes,12+,EN,47084544, Entertainment. Strategy. Board,18/12/2018,10/01/2019
Khan Wars,4,3306,0,Yes,9+,EN,5517312, Strategy,1/12/2018,1/12/2018
TangPong,4,3306,0,No,12+,EN,15860736, Lifestyle. Strategy. Puzzle,21/11/2018,25/11/2018
SaveMike! - A survival game,4,3306,0,No,4+,EN,54128640, Entertainment. Strategy. Casual,21/11/2018,9/12/2018
8 Ball Pool King,4.5,6,0,No,4+,EN. ZH. ZH,22807552, Action. Strategy,19/11/2018,19/11/2018
Save Girl,4,3306,0,Yes,4+,EN. ZH. ZH,80381952, Adventure. Strategy. Sports,30/12/2018,15/01/2019
Sixdoku,4,3306,0,No,4+,EN,10242048, Strategy. Board,21/11/2018,21/11/2018
Snake Puzzle-Classic version,4,3306,0,No,4+,EN. ZH,17316864, Entertainment. Puzzle. Strategy,25/11/2018,25/11/2018
ChainForge,4,3306,0,Yes,4+,EN. DE,16624640, Strategy. Card,21/11/2018,29/01/2019
Cave Spin,4.5,11,0,No,4+,EN,17221632, Strategy,29/11/2018,29/11/2018
Harding-Kill time casual game,4,3306,0,No,4+,JA,80107520, Board. Strategy,28/11/2018,23/05/2019
SkiaLogic,4,3306,0,Yes,4+,EN,117222400, Strategy. Entertainment. Puzzle,3/12/2018,2/01/2019
Ice Cube Jumper,4,3306,0,No,9+,EN,117468160, Casual. Strategy,25/11/2018,3/05/2019
Planet Wars Lite,4,3306,0,No,9+,EN,136555520, Lifestyle. Strategy. Puzzle,19/11/2018,19/11/2018
"""Round 'em Or be Squared""",4,3306,0,No,4+,EN,25193472, Strategy. Entertainment. Board,21/11/2018,21/11/2018
Poker Tools,4,3306,0,No,4+,EN,4769792, Strategy. Utilities. Casino,23/11/2018,14/12/2018
BullBear,4,3306,0,Yes,17+,EN. ZH. ZH,204918784, Entertainment. Strategy,11/01/2019,10/07/2019
Age of Sail: Navy & Pirates,4.5,321,0,Yes,4+,EN,465862656, Strategy. Action,2/02/2019,27/07/2019
Clash of Sultans,4.5,74,0,Yes,9+,AR. EN. ZH. ZH. TR,162906112, Role Playing. Strategy,2/01/2019,31/07/2019
Wild Battle Game 2019,4,9,0,Yes,12+,EN,168838144, Action. Strategy,29/11/2018,2/02/2019
Flokkers,4,3306,2.99,No,9+,EN. DE,153945088, Strategy. Puzzle,23/12/2018,18/01/2019
Onymax,4,3306,0,No,4+,EN,44869632, Entertainment. Simulation. Strategy,22/11/2018,22/11/2018
Pico100,4,3306,0,Yes,4+,EN,25857024, Entertainment. Strategy. Puzzle,16/12/2018,31/12/2018
LetsCode,4,3306,9.99,No,4+,AR. HY. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. FA. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,139212800,Education.  Strategy. Puzzle,31/12/2018,31/12/2018
Airplanes - Multiplayer Battle,4,3306,0,Yes,12+,EN. RO,95308800, Puzzle. Strategy,3/12/2018,11/01/2019
Calcul Club 2018,4,3306,0,No,4+,EN,42082304, Puzzle. Strategy. Entertainment,28/11/2018,28/11/2018
NogginFarm AR,4,3306,0,Yes,4+,EN,110203904, Casual. Lifestyle. Strategy,29/11/2018,23/03/2019
Santa Claus - Christmas Tycoon,4,3306,0,Yes,4+,EN,84147200, Strategy. Simulation. Entertainment,29/11/2018,21/12/2018
Points Destroyed,4,3306,0.99,No,4+,EN,698368, Utilities. Board. Strategy,5/12/2018,5/12/2018
Hamsters vs Zombie Cats,4,3306,0,No,9+,EN,704141312, Simulation. Strategy. Entertainment,8/12/2018,15/02/2019
Instant Genius,4,3306,0,No,4+,EN,86194176, Utilities. Strategy. Puzzle,25/12/2018,25/04/2019
Armed Heroes 2: Abyss Clash,3.5,7,0,Yes,12+,EN,352988160, Strategy. Card,25/01/2019,1/08/2019
War 2 Pixel IGI,4,35,0,No,17+,EN,136479744, Strategy. Action. Entertainment,19/02/2019,19/02/2019
Blocky Cross Bridges 3d 2019,4,3306,0,Yes,4+,EN,79621120, Music. Strategy. Adventure,23/11/2018,3/07/2019
Star Collector,4,3306,0,No,4+,EN,28376064, Strategy. Family,24/11/2018,24/11/2018
Idle Prison Tycoon Simulator,5,1476,0,Yes,9+,EN,200530944, Strategy. Entertainment. Simulation,23/11/2018,7/06/2019
Jewel Cube: Block Puzzle Game,4,3306,0,No,4+,EN,302203904, Strategy. Puzzle. Entertainment,5/12/2018,5/12/2018
"""Reaper High: A Reaper's Tale""",4,3306,0,Yes,9+,EN. JA. KO. ZH. ZH,569784320, Role Playing. Strategy,1/05/2019,18/06/2019
Chess Map,4,3306,0,No,12+,EN. FR,54305792, Board. Social Networking. Strategy,24/02/2019,7/06/2019
PixelMaze,4,3306,0,Yes,4+,EN,120947712, Strategy. Entertainment. Casual,24/11/2018,24/11/2018
Gods of Arena: Online Battles,4,3306,0,Yes,9+,EN,85580800, Action. Strategy,26/03/2019,18/04/2019
Temple of Ragnarok,4,3306,0,Yes,17+,EN,21642240, Card. Strategy,4/12/2018,4/12/2018
Magic Tap Blast,5,6,0,Yes,4+,EN. JA. ZH. ZH,73990144, Puzzle. Entertainment. Strategy,20/12/2018,20/12/2018
Connect 4: 4 in a Row,4.5,101,0,No,4+,EN,74260480, Strategy. Board. Entertainment,28/11/2018,28/11/2018
Mini Golf: Power Shot,4,3306,0,Yes,4+,EN,104196096, Strategy. Sports. Sports,19/12/2018,2/02/2019
Mi Banxico,4,3306,0,No,4+,EN,1913283584,Education. Family.  Strategy,21/02/2019,21/03/2019
Carrom Kings 3D,4,3306,0,No,4+,EN,90457088, Strategy. Sports. Sports,30/11/2018,30/11/2018
Swing Star - Cut the rope,4,3306,0,No,4+,EN,228514816, Sports. Strategy. Casual,7/12/2018,23/03/2019
"""Cup'd""",4,3306,0.99,No,4+,EN,15191040, Card. Strategy. Entertainment,29/11/2018,29/11/2018
Car Evolution Idle,4,3306,0,Yes,4+,EN,75781120, Strategy. Racing,31/01/2019,31/01/2019
Crazy Crawler,4,3306,0,No,9+,EN,31083520, Strategy. Casual,28/11/2018,28/11/2018
Cannon Balls!,4,3306,0,No,4+,EN,167670784, Strategy. Casual,28/11/2018,28/11/2018
EpicTTT,4,3306,0,Yes,4+,EN,12036096, Strategy. Board,25/01/2019,25/01/2019
Temple Knight,4,3306,0.99,No,9+,EN,58422272, Action. Strategy. Entertainment,30/07/2019,30/07/2019
Four Sparrows Mahjong,4.5,312,0,Yes,4+,EN,123321344, Strategy. Board. Entertainment,12/12/2018,17/07/2019
Hearts - Solitaire Line,4.5,596,0,Yes,4+,EN,49972224, Strategy. Card,7/12/2018,7/12/2018
Loser Runaway,3.5,15,0,No,4+,EN. ZH. ZH,101876736, Entertainment. Strategy. Adventure,30/11/2018,13/05/2019
EDM : Earth Defense Mobile,4,3306,0,No,4+,EN,61271040, Strategy. Casual. Education,29/11/2018,29/11/2018
Santa Ping,4,3306,0.99,No,4+,EN,22639616, Strategy. Casual. Entertainment,1/12/2018,1/12/2018
Prison Break - 24 hours,4,163,0,No,4+,EN. ZH. ZH,91534336, Adventure. Entertainment. Strategy,29/11/2018,17/01/2019
Sorcerer : Duel,3.5,153,0,Yes,9+,EN,665337856, Strategy. Action,10/01/2019,14/02/2019
Wannabe Bird,4,3306,0,No,12+,EN,66320384, Strategy. Casual,21/12/2018,21/12/2018
Heroic - Magic Duel,4.5,969,0,Yes,12+,AR. EN. FR. DE. ID. IT. JA. KO. PT. RU. ZH. ES. TH. ZH. TR. VI,268002304, Strategy. Action,28/06/2019,22/07/2019
Escape The Classroom,4,42,0,No,4+,EN. ZH. ZH,102937600, Puzzle. Entertainment. Strategy,29/11/2018,29/11/2018
Dirt Draft,4,3306,0,No,17+,EN,14699520,Sports.  Strategy. Racing,3/08/2019,3/08/2019
Candy Dropperz,4,3306,0.99,Yes,4+,EN,157848576, Strategy. Casual,1/08/2019,1/08/2019
Veil Of Darkness : Roguelike,4,3306,0,Yes,9+,EN,428299264, Role Playing. Strategy,6/12/2018,11/12/2018
Zorkit Starz,4,3306,0,Yes,17+,EN,30308352, Puzzle. Entertainment. Strategy,9/01/2019,9/01/2019
Idle Harbor Tycoon - Sea Docks,4.5,639,0,Yes,4+,EN. FR. DE. RU. ZH. ES. ZH,232854528, Strategy. Simulation. Entertainment,21/12/2018,21/12/2018
"""No Man's Hotel:Room Escape""",4,288,0,No,4+,EN. ZH. ZH,111211520, Puzzle. Strategy,29/11/2018,17/01/2019
Log Fire,4,3306,0,Yes,4+,EN,146785280, Simulation. Strategy. Lifestyle,8/12/2018,12/12/2018
Snackies,4,3306,0,No,4+,EN,189759488, Strategy. Entertainment. Casual,30/11/2018,1/08/2019
Match Fives,5,5,0,No,4+,EN,85200896, Strategy. Education. Puzzle,8/01/2019,8/04/2019
Christmas Baby Care,4,3306,0,No,4+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,37831680, Strategy. Casual,14/12/2018,14/12/2018
EDM VIP : Earth Defense Mobile,4,3306,0.99,No,4+,EN,53509120, Strategy. Education. Casual,29/11/2018,30/11/2018
Von In Space,4.5,12,0,No,4+,EN,55906304, Casual. Education. Strategy,9/01/2019,9/01/2019
Q\u7248\u4e09\u56fd\u4f20-\u7ecf\u5178SLG\u7b56\u7565\u624b\u6e38,4,3306,0,No,9+,ZH,233520128, Strategy. Card. Social Networking,25/12/2018,25/12/2018
Cow Farm,4,3306,0,No,4+,EN,108266496, Entertainment. Strategy. Simulation,12/12/2018,12/12/2018
Ti\u1ec3u Ti\u1ec3u Tam Qu\u1ed1c Ch\xed,5,27,0,Yes,12+,EN,446723072, Strategy,23/01/2019,4/03/2019
Tavern of the Brave,4,3306,0,Yes,12+,EN,264768512, Strategy. Role Playing,2/01/2019,2/01/2019
Flying South: Strategy Battle,2.5,13,0,No,9+,EN,122802176, Action. Strategy,2/01/2019,2/01/2019
Rings of War,4,3306,0,Yes,9+,EN,208894976, Role Playing. Strategy,2/01/2019,2/01/2019
Grand Stickman: Missions Gangt,3,11,0,No,17+,EN,242782208, Strategy. Entertainment. Action,27/02/2019,27/02/2019
Kill The Dictator,4,3306,0.99,No,12+,EN. JA. KO,102139904, Strategy. Simulation,28/05/2019,17/06/2019
Emoji Clash,4,3306,0,No,4+,EN,21065728, Strategy,8/12/2018,8/12/2018
Kakuro++ Cross Sums,4.5,36,0,No,4+,EN,93895680, Puzzle. Strategy. Lifestyle,7/01/2019,7/01/2019
Plumber King,4,3306,0,No,9+,EN,10935296, Entertainment. Role Playing. Strategy,1/12/2018,1/12/2018
Eat Eggs,4,3306,0,No,4+,EN,79895552, Family. Strategy,7/12/2018,16/04/2019
Space Ball - Defend And Score,4,3306,0,No,4+,EN. FR. DE. PT. ES. TR,99534848, Sports. Strategy,18/12/2018,1/04/2019
Hercules VIII (Platinum),5,77,0,Yes,4+,EN. FR. DE. RU,266276864, Strategy. Puzzle,27/04/2019,27/04/2019
Days of Prophecy,4.5,344,0,Yes,12+,EN,1746968576, Strategy. Role Playing,1/05/2019,8/05/2019
2048 Fun Game,4,3306,0,No,4+,EN,718848, Strategy. Board,1/12/2018,1/12/2018
* Tournaments for Clash Royale,4.5,8,0,Yes,4+,EN. FR. RU. ES,66088960,Entertainment. Action.  Strategy,22/12/2018,8/05/2019
Wild West TD Tower Defense,4,3306,0,No,4+,EN,304823296, Adventure. Strategy,11/01/2019,11/01/2019
Unblock - Classic woody puzzle,4,3306,0,Yes,4+,AR. DA. NL. EN. FI. FR. DE. EL. HI. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,16997376, Strategy. Puzzle. Entertainment,8/12/2018,14/12/2018
Weed Farm - Tycoon,4,12,0,Yes,17+,EN,78334976, Simulation. Entertainment. Strategy,22/12/2018,22/12/2018
Real Santa Archery Christmas,4,3306,0,No,9+,EN,109853696, Productivity. Strategy. Adventure,4/12/2018,4/12/2018
Safe Hacker,4,3306,0,No,9+,EN,54778880, Strategy. Puzzle,27/01/2019,27/01/2019
Pittsburgh Treats,4,3306,0,No,4+,EN,86011904, Puzzle. Strategy,7/12/2018,7/12/2018
Double Star II,4,3306,0,No,9+,EN,97115136, Strategy. Adventure,3/02/2019,2/04/2019
SpaceCraft RTS,4,3306,0,No,9+,EN,100150272, Simulation. Strategy,8/12/2018,8/12/2018
Reversi Royale,4,3306,0,No,4+,EN,46836736, Strategy. Board,6/12/2018,4/06/2019
Tic-Tac-Toe(Dark),4,3306,0,No,4+,EN,25856000, Entertainment. Strategy. Card,5/12/2018,5/12/2018
2048 Guns,4,13,0,Yes,12+,EN,307308544, Strategy. Puzzle,5/04/2019,31/05/2019
Line Swipe: Connect the dots!,4,3306,0,Yes,12+,EN,83155968, Strategy. Puzzle,12/12/2018,16/12/2018
Slime Party,4,3306,0,Yes,4+,EN,153545728, Puzzle. Strategy,2/05/2019,2/05/2019
Hit the Bulls Eye!!,4,3306,0,No,4+,EN,8356864, Puzzle. Strategy,6/12/2018,6/12/2018
United Front,4.5,202,0,Yes,12+,EN. FR. DE. RU. ZH. ES. ZH,190826496, Role Playing. Entertainment. Strategy,24/12/2018,24/04/2019
Block Sniper Hunter Crime 2,4,3306,0,No,17+,EN,159561728, Strategy. Entertainment. Action,3/03/2019,3/03/2019
Great Voyage:strategy war game,5,1507,0,Yes,12+,EN,369098752, Strategy. Social Networking. Adventure,14/12/2018,14/12/2018
Bounce Ball - Draw Line,4,3306,0,Yes,12+,EN,311539712, Puzzle. Entertainment. Strategy,8/12/2018,8/12/2018
Quick 8 Pool,4,3306,0,Yes,4+,EN,108323840, Sports. Strategy. Entertainment,7/12/2018,7/12/2018
US Pilot - Flight Simulator,4,3306,0,Yes,9+,EN,141965312, Adventure. Strategy,3/01/2019,3/01/2019
Famous Factory Tycoon,4,17,0,Yes,4+,EN,127609856, Strategy. Entertainment. Simulation,14/12/2018,19/02/2019
Space Game: Rocket & Asteroids,4,3306,0,Yes,4+,EN,96787456, Simulation. Strategy,6/12/2018,15/01/2019
Transformers TCG Companion App,3,55,0,No,4+,EN,1337588736,Utilities.  Card. Strategy,13/02/2019,2/07/2019
"""Beet and Pete's Car Dealer""",2,13,0.99,No,4+,EN,265351168, Entertainment. Strategy. Simulation,31/12/2018,4/01/2019
Eye to Eye path puzzle,4,3306,0,Yes,4+,EN,23721984, Puzzle. Strategy,6/12/2018,27/02/2019
Godzilla Defense Force,5,13439,0,Yes,9+,EN. FR. JA. KO. ZH. ES. ZH,272582656, Strategy. Adventure,23/05/2019,6/07/2019
Geolys,4,3306,0.99,No,4+,EN,19208192, Casual. Strategy. Entertainment,7/12/2018,7/12/2018
Micro Clash,4,3306,0,Yes,9+,EN,212470784, Strategy,5/01/2019,12/01/2019
Thrill Shooting Watermelon 2,4,3306,0,No,17+,EN,135006208, Action. Entertainment. Strategy,5/03/2019,5/03/2019
Idle Shopping Mall Tycoon,3,186,0,Yes,4+,ZH. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. TR,290854912, Entertainment. Strategy. Role Playing,14/03/2019,29/05/2019
Fish Craft,4,3306,0,No,4+,EN,165395456, Strategy. Simulation. Education,25/01/2019,1/02/2019
Encami\xf1adas,4,3306,0,No,4+,EN,7161856, Strategy. Adventure. Entertainment,12/12/2018,12/12/2018
Survival Heroes Gamota,4,3306,0,Yes,12+,AR. EN. FR. DE. ID. PT. RU. ZH. ES. TH. ZH. TR. VI,696578048, Entertainment. Strategy. Action,18/06/2019,31/07/2019
Face.io,4,3306,0,No,4+,EN. ZH,18585600, Entertainment. Action. Strategy,8/12/2018,4/01/2019
Heroes of Flatlandia,4,10,1.99,No,12+,EN,280867840, Strategy. Role Playing,11/12/2018,13/07/2019
3 4 5 or 6 in a row,4,3306,0.99,No,4+,EN,3014656, Strategy. Puzzle,15/12/2018,22/01/2019
Virtual Families: Cook Off,5,1299,0,Yes,4+,EN,248382464, Strategy. Family,26/05/2019,29/07/2019
"""Don't Die AHHHHH""",4,3306,0,No,4+,EN,16185344, Entertainment. Action. Strategy,28/01/2019,28/01/2019
Shuttle Shot,5,19,0,No,4+,EN,24828928, Action. Entertainment. Strategy,6/01/2019,6/01/2019
Fantasy shard,4,3306,0,No,4+,NL. EN. ID. JA. ZH. ZH. VI,73859072, Strategy. Entertainment. Action,14/12/2018,14/12/2018
Royal Roads,3.5,22,4.99,No,4+,EN,848665600, Family. Entertainment. Strategy,17/05/2019,21/06/2019
Mage Castle,4,3306,0,No,9+,EN. JA. RU. ZH,11512832, Strategy. Adventure. Entertainment,15/12/2018,15/12/2018
Rain of Arrows-Medieval,4,3306,0,No,9+,EN. FR. DE. ZH. VI,14135296, Adventure. Entertainment. Strategy,15/12/2018,18/12/2018
"""Minotaur's Labyrinth \u2022""",5,9,0.99,No,4+,EN. ES,20724736, Strategy. Entertainment. Puzzle,13/12/2018,15/03/2019
Modern Chess Online,5,7,0,Yes,4+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,61336576, Board. Strategy,4/01/2019,2/07/2019
Hit Knock down - KnockBalls ck,4,3306,0,No,4+,EN,131707904, Sports. Strategy. Action,12/12/2018,12/12/2018
Master-Mind,4,3306,0,No,4+,EN,13884416, Board. Strategy,12/12/2018,12/12/2018
Branny,3.5,860,0,No,9+,EN,162246656, Strategy. Puzzle,10/12/2018,10/12/2018
CryptoFantasy,4,3306,0,No,12+,EN,33426432, Education. Simulation. Strategy,3/01/2019,3/01/2019
Color Symphony,4,3306,0.99,No,4+,CS. NL. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. SV. ZH. TR,36178944, Strategy. Entertainment. Puzzle,17/12/2018,17/12/2018
Road to Valor: World War II,4.5,330,0,Yes,12+,EN. FR. DE. IT. JA. KO. PT. ZH. ES. ZH,202849280, Simulation. Strategy,25/01/2019,22/07/2019
TOSCA/Tactical game like Chess,4,3306,0,No,4+,EN,159941632, Strategy. Board,22/03/2019,14/05/2019
Clash of Empires 2019,4.5,288,0,Yes,9+,CS. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. ZH. TR,187524096, Social Networking. Strategy. Adventure,3/03/2019,20/07/2019
Doodle Drop!,3.5,6,0,No,4+,EN,18076672, Strategy. Action,22/02/2019,7/05/2019
Air Hockey Pro Sport,4,3306,0,No,4+,EN,18775040, Strategy. Sports. Entertainment,12/12/2018,12/06/2019
Five Star Balls,4,3306,0,No,4+,EN,32497664, Puzzle. Strategy. Entertainment,7/01/2019,7/01/2019
Gomoku.io,4,3306,0,Yes,4+,EN,61266944, Board. Strategy,14/12/2018,1/07/2019
Flappy Godawan,4,3306,0,No,4+,EN,93721600, Adventure. Entertainment. Strategy,18/12/2018,18/12/2018
Fans war,4,3306,0,No,9+,EN,158211072, Strategy. Sports. Adventure,14/12/2018,14/12/2018
Tiny Sheep Herd,2.5,11,0,No,4+,EN. FR. DE. IT. JA. PT. ES,206273536, Sports. Strategy,14/12/2018,21/06/2019
Gomoku Zero,4,3306,0,No,4+,EN,13590528, Board. Strategy,13/12/2018,14/12/2018
Flicky - Flap your way to 100%,4,3306,0,Yes,4+,EN,23976960, Strategy. Casual,4/01/2019,12/01/2019
OVSO,4,3306,0,Yes,9+,EN,82425856, Strategy. Family,19/01/2019,18/03/2019
Break Through - Circle Break,4,3306,0,Yes,4+,EN. JA. PT. ZH. ES,24255488, Strategy. Puzzle,29/01/2019,20/02/2019
Super Cartoon Jigsaw Puzzles,4,3306,0,No,4+,EN,54005760, Entertainment. Strategy. Puzzle,12/12/2018,12/12/2018
Pisti NOW!,4,3306,0.99,No,4+,EN,166038528, Lifestyle. Strategy. Card,13/12/2018,13/12/2018
Evolution Of War,4,3306,0,Yes,4+,EN,284978176, Casual. Strategy,15/12/2018,15/12/2018
Woody Bricks and Ball Puzzles,4.5,1746,0,No,4+,EN,122299392, Strategy. Entertainment. Puzzle,15/12/2018,30/07/2019
Undead Nation: Last Shelter,4,87,0,Yes,12+,EN,262669312, Strategy,7/03/2019,1/08/2019
Knife color hit spinner,4,3306,0,No,4+,EN,85958656, Strategy. Casual. Entertainment,17/02/2019,17/02/2019
Danger World,5,6,0,No,12+,EN,72964096, Strategy. Adventure. Books,1/02/2019,5/07/2019
Guess Who Multiplayer,4,3306,0,No,4+,EN,67875840, Board. Strategy. Entertainment,13/12/2018,13/12/2018
Reach the Top!,4,3306,0,No,4+,EN,15992832, Action. Strategy,13/12/2018,13/12/2018
Dice Warfare,4,3306,0,No,9+,EN,193856512, Strategy. Board,16/12/2018,16/12/2018
Blasty Ballz,5,36,0,Yes,4+,EN,87524352, Strategy. Casual,7/01/2019,7/01/2019
Commando Enemies War 19,4,3306,0,No,17+,EN,141819904, Entertainment. Strategy. Action,13/03/2019,13/03/2019
Monster Pop!,4,3306,0,No,12+,EN,134189056, Strategy. Action,14/12/2018,14/12/2018
Follower Rush - Crowd Race,4,3306,0,No,4+,EN,161383424, Strategy. Entertainment. Action,14/12/2018,21/12/2018
Monster Defense King,4,6,0,Yes,9+,EN. FR. DE. ID. IT. JA. KO. PT. RU. ZH. ES. TH. ZH. VI,238813184, Role Playing. Strategy. Entertainment,19/02/2019,2/08/2019
Smartivity Magico,4,3306,0,No,4+,EN,338692096, Word. Education. Strategy,8/01/2019,14/03/2019
Violet Hockey,4,3306,0,No,4+,EN. MS. ZH,9382912, Strategy. Sports. Entertainment,29/12/2018,3/01/2019
"""Shogun's Empire: Hex Commander""",4.5,18,0,Yes,12+,EN. FR. DE. ID. IT. PL. PT. RU. ZH. ES. UK,167871488, Strategy,26/05/2019,25/07/2019
Brav0,4,3306,0,No,4+,EN,18011136, Strategy. Trivia. Education,14/12/2018,28/12/2018
Empire Defense War,4,3306,0,Yes,9+,EN,263075840, Action. Strategy,21/12/2018,21/12/2018
Holy Potatoes! A Spy Story?!,3,22,4.99,No,9+,EN. FR. DE. RU. ZH. ES. ZH,1178447872, Entertainment. Strategy. Simulation,28/03/2019,10/05/2019
WTF Tap,4,3306,0,Yes,12+,EN,53652480, Entertainment. Casual. Strategy,31/07/2019,31/07/2019
Joy Center Tycoon,4.5,7,0,No,4+,EN,129752064, Strategy. Simulation. Entertainment,16/01/2019,1/03/2019
Heroes of Asgard: PVP-Arena,4,3306,0,Yes,9+,EN. FR. DE. IT. RU,106221568, Role Playing. Strategy,24/05/2019,29/07/2019
Gloomhaven Fight Companion,4,3306,0,Yes,12+,EN,112655360, Board. Strategy. Utilities,12/03/2019,23/07/2019
Idle Balls Tap Itch,4,3306,0,No,4+,EN,62983168, Casual. Strategy,16/12/2018,16/12/2018
Park of Monster,4.5,1680,0,Yes,4+,EN. ZH,264813568, Entertainment. Strategy. Puzzle,13/02/2019,30/07/2019
