Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Age of Conquest: Asia,3.5,92,2.99,No,12+,EN,37567488, Entertainment. Board. Strategy,15/12/2009,12/10/2018
Strimko Lite,3.5,324,0,No,4+,EN. JA. ES,13945969, Strategy. Puzzle,17/12/2009,21/10/2011
Rogue Planet - FREE,3.5,1736,0,No,9+,EN. FR. DE. IT. JA. ES,80186242, Action. Strategy,18/12/2009,18/12/2009
Fragmental 3D Lite - Build Lines with Falling Blocks!,2.5,1377,0,No,4+,EN,7988224, Puzzle. Entertainment. Strategy,23/12/2009,4/11/2015
"""Gerry's Pegs""",2,6,0.99,No,4+,EN. FR,13468672, Strategy. Board,20/12/2009,12/11/2016
Merchant,3.5,96,0,Yes,4+,EN,52686848, Social Networking. Simulation. Strategy,12/06/2014,15/01/2015
European War Lite,3.5,1739,0,No,9+,EN. JA. ZH. ZH,14912432, Strategy. Simulation,31/12/2009,18/01/2011
Instant Chess,4,1009,0,Yes,4+,EN. RU,123698176, Board. Lifestyle. Strategy,29/12/2009,18/01/2019
Solve My Sudoku Penultimate,2,602,0,No,4+,EN. FR. DE. IT. JA. ES,215840,Entertainment. Strategy.  Puzzle,29/12/2009,3/02/2011
Optia,4,1335,2.99,No,4+,EN,32712704, Entertainment. Strategy. Puzzle,29/12/2009,11/02/2018
Hipercubo,3,86,0,No,4+,EN. PT,13109248, Strategy. Entertainment. Puzzle,11/01/2010,17/01/2017
2012 Zombies vs Aliens Warfare,3.5,37350,0,No,12+,EN,14556326, Strategy. Role Playing. Entertainment,10/01/2010,11/07/2011
Crazy Chess Random - BA.net,2,119,0,No,4+,EN,46803968, Board. Education. Strategy,30/12/2009,30/01/2019
Bungee Stickmen - Australian Landmarks {LITE +},3,1229,0,Yes,12+,ZH. EN. FR. DE. IT. JA. ES,10781853,Medical. Adventure. Strategy. ,13/01/2010,27/02/2010
Tic Tac Toe Countdown,3.5,14,0,No,4+,EN,9549824, Board. Strategy,7/01/2010,1/04/2018
Space Harvest,4,342,0,No,9+,EN,19326976, Action. Strategy,26/01/2010,22/12/2017
Shark Attack Lite,3,254,0,No,4+,EN,8296134, Casual. Strategy,3/02/2010,26/05/2011
Pinochle,4.5,10311,0,No,4+,DA. NL. EN. FR. DE. NO. SV. TR,50140160, Strategy. Card. Entertainment,11/02/2010,20/06/2019
Space Adventure,2.5,319,0.99,No,4+,EN,47455232, Simulation. Entertainment. Strategy,20/01/2010,27/08/2018
M\xfc,4,98,2.99,No,4+,EN. DE. PT. ES,11632640, Strategy. Entertainment. Card,21/01/2010,11/11/2014
Two Hearts,3,49,0,No,9+,EN,5049774, Entertainment. Strategy. Puzzle,15/02/2010,15/02/2010
TankTigersES,3.5,307,0,No,9+,EN,16819162, Action. Strategy,5/02/2010,25/05/2010
ADMIRAL : Battle for Uranium,3,41,2.99,No,12+,EN,47454208, Simulation. Entertainment. Strategy,19/02/2010,29/09/2016
Vile Haberdashery,3,11,0,No,12+,EN,19125248, Role Playing. Strategy. Entertainment,10/02/2010,10/12/2015
Laser Chess,1.5,200,0,No,4+,EN,2651122, Board. Strategy. Entertainment,1/04/2010,6/04/2010
Worms 2: Armageddon,4.5,9908,4.99,Yes,12+,EN,529755136, Entertainment. Action. Strategy,27/10/2010,27/01/2017
1 2 25,3,124,0,No,4+,EN,1224994,Entertainment.  Puzzle. Strategy,19/02/2010,19/02/2010
"""Akira Watanabe's TsumeShogi, intermediate course""",4,3306,1.99,No,4+,EN. JA,5771264, Strategy. Board. Entertainment,18/02/2010,23/09/2015
Taxi Gone Crazy,3.5,6381,0,No,4+,EN,6678875, Entertainment. Action. Strategy,20/02/2010,22/03/2013
Sync-Ball,5,37,0.99,No,4+,EN,8821760, Strategy. Puzzle. Education,8/03/2010,4/11/2017
Musket & Artillery: American Revolutionary War Lite,3.5,1456,0,No,9+,EN. FR. DE. JA. ZH. ES. ZH,27736030, Board. Entertainment. Strategy,20/02/2010,3/02/2011
64andWomen,4,3306,1.99,No,4+,EN,8813568,Sports.  Strategy. Sports,25/02/2010,27/01/2017
Bubble Shooter Classic,2.5,272,0.99,Yes,4+,EN,10806272, Strategy. Entertainment. Puzzle,25/02/2010,28/11/2017
Chess+More,3,157,1.99,No,4+,EN,12133376, Strategy,23/03/2010,3/01/2018
Chicks,3,13433,0,Yes,4+,EN,29326612, Entertainment. Puzzle. Strategy,28/03/2010,20/11/2012
Shogi Lv.100 (Japanese Chess),4.5,28,2.99,Yes,4+,EN. JA,23948288, Strategy. Board. Entertainment,4/03/2010,2/08/2018
Mills And More Lite,3,17,0,No,4+,EN. HU,2708572, Board. Strategy. Entertainment,5/03/2010,30/11/2010
TheBench,2.5,11,1.99,No,4+,EN,18437120, Sports. Sports. Strategy,2/03/2010,25/03/2019
Chrome-8,4.5,8,0,No,4+,EN. FR. JA. ZH,13504512, Entertainment. Strategy. Puzzle,3/03/2010,17/04/2017
ESPN Tournament Challenge,4,45686,0,Yes,4+,EN,92408832,Sports. Strategy. Sports. ,14/03/2010,12/03/2019
River Tower Defence - Free tower defense games,2.5,1096,0,No,4+,EN,70583296, Action. Strategy. Entertainment,10/03/2010,23/09/2016
Mahjong!,3,203,1.99,No,4+,EN. ZH. ZH,8246272, Strategy. Card,17/03/2010,16/05/2019
Nuclear Defence,4,3306,0.99,No,4+,EN,34558976, Strategy. Casual,17/03/2010,9/02/2017
Lonpos Lite,2.5,39,0,No,4+,EN,18537472, Education. Puzzle. Strategy,20/03/2010,19/11/2018
Sudoku Tablet,2.5,2117,0,Yes,4+,EN. FR. DE. ES,18915328, Family. Strategy. Entertainment,2/04/2010,3/05/2017
Spider Solitaire Classic,3.5,12215,0,Yes,4+,EN. FR. DE,50012160, Strategy. Card. Entertainment,20/03/2010,25/07/2019
Warlords: Call To Arms,3.5,6230,1.99,Yes,9+,EN,12067083, Action. Strategy. Entertainment,5/04/2010,26/08/2010
Worms HD,3.5,579,1.99,Yes,12+,EN,157129465, Entertainment. Strategy. Action,1/04/2010,27/08/2012
Small World 2,4,1550,4.99,Yes,9+,NL. EN. FR. DE. JA. ES,257059840, Strategy. Board. Entertainment,1/04/2010,6/07/2017
Fieldrunners for iPad,4,2303,3.99,No,9+,EN,219693056, Action. Strategy. Entertainment,1/04/2010,9/05/2017
Chinese Checkers Lite,4,1638,0,Yes,4+,EN,57462784, Board. Entertainment. Strategy,2/05/2011,5/08/2014
Free Cell Classic,4,6839,0,Yes,4+,EN. FR. DE. RU,214619136, Card. Strategy,27/03/2010,5/07/2019
"""Ada's Hospital""",3,2738,0,Yes,4+,EN,10511989, Strategy. Entertainment. Simulation,2/04/2010,17/01/2012
WORP HD - Next Gen Solitaire Puzzle,5,5,1.99,No,4+,EN. DE,22065152, Board. Strategy. Entertainment,1/04/2010,25/10/2016
SmartGo Kifu,4.5,227,19.99,No,4+,EN. FR. DE. JA. KO. RU. ZH. ES. ZH,64207872, Strategy. Board. Entertainment,1/04/2010,17/04/2019
Touch Physics HD,4,184,2.99,No,4+,EN,17022757, Strategy. Entertainment. Puzzle,2/04/2010,30/12/2010
Tank Ace 1944 HD,2.5,16,1.99,No,12+,EN,16104448, Action. Strategy,1/04/2010,30/09/2016
Shredder Chess for iPad,4.5,368,3.99,No,4+,EN. DE,34542592, Strategy. Board. Education,1/04/2010,16/10/2016
Airport One,2.5,420,2.99,No,4+,EN,62170112, Strategy. Casual,1/04/2010,8/10/2016
Fish Farm,3.5,24688,0,Yes,4+,EN,39510016, Strategy. Entertainment. Simulation,19/04/2010,6/11/2016
G.Blacksmith Lite,3,107,0,No,4+,EN. ZH. ZH,23666919, Puzzle. Strategy,3/04/2010,3/04/2010
You & Me - Boxes Lite,2.5,15,0,No,4+,DA. EN. FI. FR. DE. IT. JA. PT. ZH. ES,3866624, Strategy. Entertainment. Puzzle,6/04/2010,5/10/2014
Succulent Expressions,4,3306,1.99,No,17+,EN,26766336, Lifestyle. Strategy. Word,5/04/2010,3/03/2016
Airport Madness Mobile,3.5,187,4.99,No,9+,EN,34923520, Strategy. Entertainment. Simulation,22/04/2010,9/12/2016
"""Eric's Spider Solitaire Lite""",2.5,6147,0,No,4+,EN,54165504, Entertainment. Card. Strategy,31/05/2010,16/09/2017
"""Eric's Spider Solitaire HD""",4.5,954,0.99,No,4+,EN,44658688, Card. Strategy. Entertainment,9/04/2010,27/09/2017
"""Eric's FreeCell Solitaire Pack HD""",5,1229,0.99,No,4+,EN,28633088, Entertainment. Card. Strategy,10/12/2010,2/09/2017
"""Eric's Spider Sol HD Lite""",3,1361,0,No,4+,EN,60317696, Card. Entertainment. Strategy,11/07/2010,16/09/2017
Chess Premium HD,4.5,1003,1.99,No,4+,EN,52358144, Entertainment. Board. Strategy,12/07/2010,29/09/2017
Dream Travel Agency,2.5,79,2.99,No,4+,EN. JA. KO,131782656, Simulation. Strategy. Entertainment,10/04/2010,18/04/2018
Tank Ace 1944 HD Lite,2,697,0,No,12+,EN,16104448, Action. Strategy,8/04/2010,3/10/2016
Pitch,4,2987,1.99,No,4+,EN,78302208, Card. Entertainment. Strategy,12/04/2010,28/06/2018
Four Tribes,3,85,1.99,No,9+,EN,20706304, Strategy. Action,12/04/2010,7/01/2017
Airport Madness Mobile Lite,3.5,2217,0,Yes,9+,EN,40773632, Entertainment. Strategy. Simulation,16/07/2010,17/05/2018
Farm Story\u2122,4,129759,0,Yes,4+,EN,105713664, Simulation. Entertainment. Strategy,2/05/2010,6/08/2013
Gipsy King,4,3306,0.99,No,4+,EN,2089984, Board. Strategy,14/04/2010,8/09/2016
Slotter,2.5,132,0.99,No,4+,EN,8119296, Entertainment. Family. Strategy,14/04/2010,8/05/2018
Mine Searcher,4,3306,0.99,No,4+,EN,12688384, Strategy. Board. Entertainment,17/04/2010,4/10/2016
"""Eric's Spider Solitaire!""",4.5,3344,0.99,Yes,4+,EN,39673856, Card. Entertainment. Strategy,15/04/2010,16/09/2017
Capita,3.5,5,0.99,No,4+,EN,15073280, Puzzle. Entertainment. Strategy,19/04/2010,27/08/2015
PocketM - \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22,3.5,45,0,No,4+,EN,4509696, Strategy. Board,17/04/2010,11/09/2013
Shogi Lv.100 for iPad (Japanese Chess),4,15,3.99,Yes,4+,EN. JA,23407616, Strategy. Board. Entertainment,23/04/2010,27/01/2017
Chess HD  \u2219,4,16293,0,No,4+,EN,71884800, Board. Strategy. Entertainment,12/07/2010,3/10/2017
3D Benchmark,2.5,387,0,Yes,12+,CA. NL. EN. FR. DE. IT. PT. ES. SV,23119872, Simulation. Utilities. Strategy,20/04/2010,19/12/2018
RuneRun,1.5,7,0.99,No,9+,EN,6987776, Puzzle. Strategy,25/04/2010,18/10/2016
Park Star Lite,3,705,0,No,4+,EN,7696478, Simulation. Entertainment. Strategy,22/04/2010,22/04/2010
ALERT! Finger Button Fun (FREE),3,3813,0,No,4+,NL. EN. FR. DE. IT. JA. ES,2517539,Entertainment.  Strategy. Trivia,24/04/2010,28/09/2011
TowerMadness HD,4.5,18279,4.99,Yes,9+,EN,65495040, Action. Strategy,23/05/2010,3/03/2018
Square-Off - An Educational Game from School Zone,3,136,0,No,4+,EN,46461952, Entertainment. Strategy. Puzzle,27/04/2010,14/02/2017
Empire Ascendant Lite,3,156,0,No,9+,EN,5767777, Entertainment. Simulation. Strategy,27/05/2010,14/11/2011
Frosting Free,3,37299,0,No,4+,EN,14755916, Role Playing. Entertainment. Strategy,13/05/2010,22/09/2010
Land Air Sea Warfare,4,978,0.99,No,12+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES,154198016, Strategy. Action. Entertainment,7/05/2010,18/10/2018
Crank It! - Letters - Brain Teaser,3,39,0.99,No,4+,EN,2984960, Puzzle. Strategy. Education,7/05/2010,28/09/2016
Crank It! - Numbers - Brain Teaser,2,35,0.99,No,4+,EN,2849792, Strategy. Entertainment. Puzzle,12/05/2010,29/09/2016
"""Ada's Fashion Show""",3.5,449,0,Yes,4+,EN,20720901, Entertainment. Simulation. Strategy,23/09/2010,17/01/2012
Tactica - Turn Based Strategy,3.5,113,0.99,No,9+,EN. DE,44390400, Board. Strategy,15/05/2010,3/04/2019
Backgammon NJ HD,4,5326,0,Yes,4+,EN,48809984, Board. Entertainment. Strategy,18/05/2010,16/01/2018
Tate Trumps,2.5,26,0,No,4+,EN,19681763, Entertainment. Strategy. Card,12/05/2010,4/01/2012
Sudoku Colors HD,3,9,0,Yes,4+,EN,12778912, Entertainment. Puzzle. Strategy,4/06/2010,20/12/2010
Slice the Ice - Physics Game,4,3306,0,Yes,4+,EN,257070080, Strategy. Puzzle. Entertainment,24/10/2017,13/04/2019
Hero Wars : Free,4,1158,0,No,4+,EN,21807104, Strategy. Action,4/10/2010,11/07/2014
Blood & Honor No Ads,4,3447,4.99,Yes,12+,EN. FR. IT. ES,208099328, Board. Strategy. Entertainment,22/05/2010,10/06/2019
Kakinoki Shogi for iPad,3,11,0,No,4+,EN. JA,23780352, Board. Entertainment. Strategy,25/05/2010,14/10/2018
G.Blacksmith.Color Lite,3.5,119,0,No,4+,EN. ZH. ZH,20304207, Strategy. Puzzle,29/05/2010,15/06/2010
Agent-X free,4,3306,0,Yes,4+,NL. EN. FR. DE. EL. IT. JA. PT. RU. ES. SV. TH. TR,25155584, Strategy. Entertainment. Action,18/04/2017,18/04/2017
Magic Alchemist,5,19,1.99,Yes,4+,EN,129360896, Puzzle. Entertainment. Strategy,28/05/2010,2/03/2019
Fantastic Checkers Go,3.5,769,0,Yes,4+,EN. ES,28652544, Board. Education. Strategy,31/05/2010,28/06/2019
Igowin Pro,4,23,4.99,No,4+,EN,25844736, Board. Strategy,2/06/2010,2/01/2018
Galactic Empires: Age of Battle,3,1782,0,Yes,4+,EN,165506048, Role Playing. Strategy. Entertainment,10/06/2010,17/02/2016
Trainwreck,4,3306,0,No,4+,EN. JA. ZH. ZH,502263808, Strategy. Puzzle. Entertainment,9/12/2016,13/12/2016
Simply Gomoku HD,3.5,552,0,No,4+,EN. ZH. ZH,6614449, Strategy. Entertainment. Board,8/06/2010,1/02/2012
Keno Pad,4.5,32,0,Yes,12+,EN,5702656, Casino. Entertainment. Strategy,7/06/2010,14/03/2019
Sensible Soccer Skills,3,183,0,No,4+,EN,20264890, Strategy. Sports. Entertainment,16/06/2010,24/08/2010
Bubble Explode - Blast Shooter,3.5,51383,0,Yes,4+,AR. ZH. EN. FR. DE. IT. RU. ES. TR,118840320, Puzzle. Strategy. Entertainment,19/06/2010,4/07/2019
Collider\xae,4,1250,0.99,No,4+,EN,30252032, Entertainment. Strategy. Puzzle,1/12/2010,8/05/2017
Nuclear Defence HD,1.5,46,0.99,No,4+,EN,42488832, Action. Strategy,18/06/2010,27/01/2017
PocketM HD -  \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22,3.5,38,0,No,4+,EN,10133504, Strategy. Board,16/06/2010,11/09/2013
Oubliette,3,136,0,Yes,9+,EN,61472768, Role Playing. Entertainment. Strategy,26/08/2010,27/05/2015
000XXX,4,3306,2.99,No,4+,EN,11020288, Strategy. Board. Entertainment,14/06/2010,17/04/2018
Zombie Dice,4,2091,0,Yes,9+,EN,35420160, Entertainment. Strategy,30/07/2010,8/03/2018
My Kingdom for the Princess HD,4.5,676,4.99,No,4+,NL. EN. FR. DE. IT. JA. KO. PT. RU. ES. SV,121187328, Simulation. Strategy,18/06/2010,10/08/2017
Aqueduct,4.5,1312,2.99,Yes,4+,EN,63946752, Entertainment. Strategy. Puzzle,29/06/2010,3/04/2019
Destroy9 Limit,3.5,380,0,No,4+,EN,37152386, Action. Strategy,19/06/2010,9/07/2010
Dice Match,4,2205,0,Yes,4+,NL. EN. FR. JA. PT,34355200, Strategy. Entertainment. Puzzle,10/07/2010,31/03/2019
Lux USA - American Civil War,3,1900,0,No,9+,EN,39472128, Entertainment. Board. Strategy,1/07/2010,3/02/2019
Hero Wars : Lite,4,203,0,No,4+,EN,15966508, Strategy. Simulation,21/10/2010,19/12/2012
\u25bbCHESS,4.5,22149,0,Yes,4+,NL. EN. FR. DE. IT. JA. NB. PT. RU. ZH. ES. SV. TR,112579584, Strategy. Board. Entertainment,27/06/2010,18/06/2019
Arimaa Trainer,4,13,0.99,No,4+,EN,10514432, Strategy. Board. Entertainment,24/06/2010,9/01/2015
Magic Alchemist Classic,4,38,0,Yes,4+,EN,128826368, Puzzle. Strategy. Entertainment,25/06/2010,31/03/2019
Destroy9 - Alien Free,3.5,217,0,No,4+,EN,13305796, Strategy. Role Playing,5/07/2010,21/12/2012
Domino for iPhone,4,997,3.99,No,4+,EN,38358016, Strategy. Board. Entertainment,3/07/2010,13/07/2017
Train Conductor 2: USA,4,4424,2.99,No,4+,EN. FR. DE. IT. JA. KO. ZH. ES,30310400, Entertainment. Casual. Strategy,13/07/2010,15/03/2016
My Kingdom for the Princess HD Lite,4,2171,0,No,4+,NL. EN. FR. DE. IT. JA. KO. PT. RU. ES. SV,71461888, Strategy. Puzzle,2/07/2010,10/08/2017
Tic Tacky To,2.5,55,0,No,4+,EN,925334, Board. Entertainment. Strategy,2/07/2010,2/10/2010
Peppers Lite The  Game,3,914,0,No,4+,EN,14018005, Strategy. Puzzle. Entertainment,12/07/2010,2/09/2011
"""Helsing's Fire""",4,1460,0.99,No,4+,ZH. EN. JA,26494976, Strategy. Puzzle. Entertainment,10/07/2010,16/03/2017
Bubble Explode Pro,4.5,1249,0.99,Yes,4+,EN,93254656, Entertainment. Puzzle. Strategy,11/07/2010,20/10/2017
Conquist Lite,4,861,0,No,4+,EN. FR. DE. IT. ES,5682435, Strategy. Board. Entertainment,24/07/2010,4/08/2010
Blocks Mania,3.5,3293,0,Yes,4+,EN,16161543, Strategy. Board. Entertainment,15/07/2010,29/01/2011
Taipan! Mobile,3,188,0,Yes,12+,EN,3125248, Strategy. Simulation,21/07/2010,21/09/2017
Morocco HD,4.5,10,0.99,No,4+,EN,51822592, Board. Strategy,20/07/2010,1/10/2013
Robo Logic 2 HD - Lite,3,361,0,No,4+,EN. DE,15421440, Puzzle. Strategy. Education,23/07/2010,16/12/2013
Imperial,3.5,24,9.99,No,9+,EN,17991680, Strategy. Board,30/09/2011,23/03/2018
Nether Earth,3,103,0.99,No,4+,EN,4241408, Entertainment. Strategy. Trivia,29/07/2010,23/10/2018
Legends of Elendria: The Frozen Maiden,3,258,0,Yes,9+,EN,19264702, Strategy. Role Playing. Entertainment,27/07/2010,22/12/2011
"""Reiner Knizia's Medici HD""",4.5,725,3.99,No,4+,EN,103183360, Strategy. Entertainment. Board,29/07/2010,29/04/2019
Fanoron,1.5,56,0,No,4+,EN,10132718, Board. Entertainment. Strategy,21/08/2010,21/08/2010
Aqua Globs HD,3,63,0,No,4+,EN,10350262, Casual. Entertainment. Strategy,18/08/2010,18/08/2010
Bomb Squad Patrol,5,5,0,No,9+,EN,8065334, Strategy. Puzzle. Entertainment,2/08/2010,29/10/2010
Dragon Go Client,4.5,60,0,No,4+,EN,3892224, Board. Strategy,3/08/2010,23/09/2017
TD Free,3,298,0,No,4+,EN. ZH,24436634, Entertainment. Action. Strategy,3/08/2010,24/06/2011
Valor\u2122,4,12661,0,Yes,12+,EN,62133248, Strategy. Role Playing. Entertainment,29/10/2010,29/11/2016
Simply Gomoku,3,93,0,No,4+,EN,6281433, Board. Strategy. Entertainment,4/08/2010,9/08/2011
Squares HD,4,3306,0.99,No,4+,EN,21003264, Strategy. Board,4/08/2010,4/10/2018
Simulator for Starcraft 2 Lite,2.5,479,0,No,9+,EN,5583336, Simulation. Utilities. Strategy,19/08/2010,15/10/2011
"""Jean's Boutique Lite""",3.5,563,0,No,4+,EN,10961235, Strategy. Simulation,27/08/2010,27/08/2010
Musket & Artillery: American Revolutionary War for iPad,3,100,2.99,No,9+,EN. FR. DE. JA. ZH. ES. ZH,47011298, Strategy. Entertainment. Board,11/08/2010,3/02/2011
"""Guns'n'Glory""",4,3673,0,Yes,12+,EN. FR. DE. IT. PT. RU. ES. TR,53997568, Strategy. Entertainment. Action,19/08/2010,14/09/2017
"""Guns'n'Glory Premium""",3.5,3298,2.99,Yes,12+,EN. FR. DE. IT. PT. RU. ES. TR,50094080, Entertainment. Strategy. Action,12/08/2010,14/09/2017
Age of Conquest: World,3,354,4.99,No,12+,EN,42478592, Board. Strategy. Entertainment,17/08/2010,10/10/2018
Tap Tanks Lite,4,481,0,No,9+,EN,30674388, Action. Strategy,25/08/2010,25/08/2010
Niggle (Oh Hell),3,94,1.99,No,4+,EN,62168064, Entertainment. Strategy. Card,16/08/2010,18/01/2018
Switch: Color Flip,4.5,24,0,No,4+,EN,17375232, Puzzle. Strategy. Education,18/08/2010,19/02/2015
Digital Chess Clock,4.5,10,0,No,4+,EN,1503232, Strategy. Board. Utilities,18/08/2010,6/06/2014
Eenies\u2122 at War,4,8861,0,Yes,9+,AR. EN. FR. DE. IT. JA. KO. ZH. ES,65256448, Strategy. Role Playing,6/12/2010,16/09/2017
IQ Test: Calculate your IQ,2,6,0,Yes,4+,EN. FR,10477568,Education. Strategy. Puzzle. ,20/08/2010,21/12/2018
Starbase Command,3.5,663,0,Yes,9+,EN,19929855, Entertainment. Action. Strategy,27/08/2010,30/05/2011
Tap Tanks HD Lite,3.5,296,0,No,9+,EN,27007974, Strategy. Action,25/08/2010,25/08/2010
Symmetry Shuffle,4.5,39,2.99,No,4+,EN,36168704, Strategy. Education. Puzzle,31/08/2010,29/08/2017
War of the Gods,3,403,0,Yes,9+,EN. JA. ZH. ZH,19490740, Role Playing. Strategy. Entertainment,26/08/2010,3/12/2011
Blood & Honor: War and Risk,4,5164,0,Yes,12+,EN. FR. IT. ES,208402432, Entertainment. Strategy. Board,3/09/2010,10/06/2019
Bees vs Ants Lite,4,139,0,No,4+,EN. ZH. ZH,10950039, Strategy. Action. Entertainment,25/08/2010,9/06/2012
HexAddict Free,2.5,15,0,No,9+,EN. FR,2686976, Puzzle. Strategy. Entertainment,27/08/2010,30/10/2015
Anagram & Crossword Assistant,4,3306,1.99,No,4+,EN,24563712,Utilities. Strategy. Word. ,21/09/2010,2/01/2018
Chess Knight Go,3.5,515,0,Yes,4+,EN. ES,28962816, Board. Strategy,31/08/2010,7/07/2019
Ten Drops,4,197,0,No,4+,EN. ZH. ZH,12941681, Entertainment. Puzzle. Strategy,2/09/2010,7/11/2011
Shogi Live,4.5,26,0,Yes,4+,EN. JA,112240640, Strategy. Board,11/10/2010,30/07/2019
Magic Life Counter,4.5,1223,0,Yes,4+,EN,72173568,Entertainment.  Card. Strategy,2/09/2010,18/05/2019
Bomb Squad Patrol LITE,4,3306,0,No,4+,EN,8636509, Entertainment. Strategy. Puzzle,17/09/2010,11/01/2011
Catan Classic HD,4,11125,4.99,Yes,4+,NL. EN. FR. DE. PT. ES,812956672, Board. Strategy. Entertainment,29/09/2010,18/06/2018
Jumping Frog HD Lite,3,57,0,No,4+,EN,1121700, Entertainment. Strategy,28/10/2010,28/10/2010
Bicentenario 2010: Los H\xe9roes de M\xe9xico,4,37,0,No,9+,ES,101123893, Strategy,16/09/2010,3/01/2012
Mind Twist,3,6,0.99,No,4+,EN,39820288, Strategy. Board. Entertainment,14/09/2010,4/01/2018
Hedgewars,2.5,341,0,No,9+,BG. DA. EN. FR. DE. IT. JA. PL. PT. RO. RU. ES. TR,181682176, Casual. Strategy,16/09/2010,2/04/2018
Land Air Sea Warfare HD RTS,4,660,1.99,No,12+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES,154198016, Strategy. Entertainment. Action,22/09/2010,23/10/2018
Trek Quest HD,2.5,34,2.99,No,9+,EN,52587520, Strategy. Simulation. Entertainment,26/09/2010,8/01/2018
Neuroshima Hex,4.5,4516,4.99,Yes,9+,EN,594029568, Board. Strategy. Entertainment,17/09/2010,30/10/2017
Farm Aquarium,4,3306,0.99,No,4+,EN,94198784, Simulation. Strategy. Entertainment,18/09/2010,6/10/2017
"Hammurabi, The Game",1.5,7,0.99,No,4+,EN,70511616, Role Playing. Entertainment. Strategy,18/09/2010,9/10/2017
Hunt The Dragon,2.5,12,0.99,No,12+,EN,66524160, Role Playing. Entertainment. Strategy,18/09/2010,30/10/2017
Hypno Digit,2.5,23,0,No,4+,EN,1218106,Entertainment. Puzzle.  Strategy,21/09/2010,21/09/2010
International Draughts 10x10,2.5,6,1.99,No,4+,EN. FR,1506304, Board. Strategy. Entertainment,21/09/2010,31/10/2016
Stratosfall,4.5,889,4.99,No,9+,EN,32216064, Action. Strategy,24/09/2010,12/10/2018
Live Chess,4,1719,0,Yes,4+,EN. JA,45790208, Board. Entertainment. Strategy,19/10/2010,25/05/2018
War of the Gods for iPad,3.5,88,0,Yes,9+,EN. JA. ZH. ZH,49774293, Role Playing. Entertainment. Strategy,23/09/2010,3/12/2011
Decked Builder Lite,3.5,58,0,No,9+,EN,50365440, Card. Strategy. Entertainment,1/10/2010,9/11/2016
Lead Wars,4,766,2.99,No,4+,EN,21241856, Strategy. Entertainment. Simulation,19/11/2010,8/02/2018
Touch of Combat Lite,2.5,28,0,No,12+,ZH. NL. EN. FR. DE. IT. JA. ES,15812315, Strategy. Entertainment. Action,28/09/2010,28/09/2010
Free Tiles Slider Puzzle For Kids(Picture Slider),3,26,0,No,4+,EN,26655870, Strategy. Puzzle,7/12/2010,23/02/2012
Airport Madness Challenge,4,1815,0.99,Yes,9+,EN,63327232, Simulation. Entertainment. Strategy,15/10/2010,24/04/2018
Airport Madness Challenge Lite,4,6602,0,Yes,9+,EN,63400960, Simulation. Entertainment. Strategy,25/11/2010,10/04/2018
REVLUX Reverseit,2,9,0,Yes,4+,EN,2682880, Entertainment. Board. Strategy,28/09/2010,20/12/2017
Advanced Mill,4,22,0.99,No,4+,EN. FR. DE. IT. JA. KO. PL. RU. ES,33515520, Board. Strategy,30/09/2010,10/03/2017
Battleheart,4.5,6983,2.99,No,9+,EN,275684352, Role Playing. Strategy. Entertainment,1/02/2011,5/11/2015
Tanks and Turrets,3.5,36,0,Yes,12+,EN,15852132, Strategy. Simulation,18/11/2010,3/01/2011
Tic Tac Toe,4,3306,0,No,4+,EN,51328, Board. Strategy,5/10/2010,5/10/2010
SimpleChess (Online),4.5,12,0,Yes,4+,EN. FR. IT. PT. ES. VI,61551616, Board. Strategy. Entertainment,17/10/2010,25/07/2019
Army Lines,3.5,2492,0,Yes,17+,EN,40911291, Action. Strategy. Entertainment,15/10/2010,8/12/2012
Panzer Elite,3.5,66,0,Yes,9+,EN,49209886, Strategy. Action. Entertainment,7/10/2010,1/12/2011
